genus	class	phylum
Sediminivirga	Actinomycetes	Actinomycetota
Vaginella	Flavobacteriia	Bacteroidota
Reichenbachiella	Cytophagia	Bacteroidota
Millionella	Bacteroidia	Bacteroidota
Ndongobacter	NA	Bacillota
Criibacterium	Clostridia	Bacillota
Tokpelaia	Alphaproteobacteria	Pseudomonadota
NA	Kiritimatiellia	Kiritimatiellota
Izhakiella	Gammaproteobacteria	Pseudomonadota
Ponticoccus	Alphaproteobacteria	Pseudomonadota
Parenemella	Actinomycetes	Actinomycetota
Volucribacter	Gammaproteobacteria	Pseudomonadota
NA	Fibrobacteria	Fibrobacterota
Mycoplasmopsis	NA	Mycoplasmatota
Paramuribaculum	Bacteroidia	Bacteroidota
Allisonella	Negativicutes	Bacillota
Similichlamydia	Chlamydiia	Chlamydiota
Nanogingivalis	Candidatus Nanosyncoccalia	Candidatus Saccharibacteria
Evtepia	Clostridia	Bacillota
Neorickettsia	Alphaproteobacteria	Pseudomonadota
Algibacillus	Gammaproteobacteria	Pseudomonadota
Balnearium	Aquificae	Aquificota
Edaphovirga	Gammaproteobacteria	Pseudomonadota
Lentilitoribacter	Alphaproteobacteria	Pseudomonadota
NA	Thermotogae	Thermotogota
Fluviispira	Oligoflexia	Bdellovibrionota
Acidilutibacter	Tissierellia	Bacillota
Anaerobutyricum	Clostridia	Bacillota
Cytomitobacter	Alphaproteobacteria	Pseudomonadota
Heminiphilus	Bacteroidia	Bacteroidota
Waltera	Clostridia	Bacillota
Candidatus Arthromitus	Clostridia	Bacillota
Anaerofustis	Clostridia	Bacillota
Marinoscillum	Cytophagia	Bacteroidota
Lottiidibacillus	Bacilli	Bacillota
Kangsaoukella	Alphaproteobacteria	Pseudomonadota
Nanchangia	Actinomycetes	Actinomycetota
Vescimonas	Clostridia	Bacillota
Marinigracilibium	Cytophagia	Bacteroidota
Alkalibacillus	Bacilli	Bacillota
Insulibacter	Bacilli	Bacillota
Synergistes	Synergistia	Synergistota
Feifania	Clostridia	Bacillota
Qiania	Clostridia	Bacillota
Jingyaoa	Clostridia	Bacillota
Dellaglioa	Bacilli	Bacillota
Desulfomarina	Desulfobulbia	Thermodesulfobacteriota
Natronoglycomyces	Actinomycetes	Actinomycetota
Aureitalea	Flavobacteriia	Bacteroidota
Fredinandcohnia	Bacilli	Bacillota
Yangia	Alphaproteobacteria	Pseudomonadota
Acaricomes	Actinomycetes	Actinomycetota
Caniella	Coriobacteriia	Actinomycetota
Porcipelethomonas	Clostridia	Bacillota
Neopoerus	Clostridia	Bacillota
Aristaeella	Clostridia	Bacillota
Eggerthia	Erysipelotrichia	Bacillota
Vulcanibacillus	Bacilli	Bacillota
Pedomicrobium	Alphaproteobacteria	Pseudomonadota
Sediminitomix	Cytophagia	Bacteroidota
Puniceicoccus	Opitutae	Verrucomicrobiota
Thermosinus	Negativicutes	Bacillota
Jonquetella	Synergistia	Synergistota
Anoxynatronum	Clostridia	Bacillota
Saonia	Flavobacteriia	Bacteroidota
Leadbettera	Spirochaetia	Spirochaetota
Shimwellia	Gammaproteobacteria	Pseudomonadota
Roseicitreum	Alphaproteobacteria	Pseudomonadota
Soonwooa	Flavobacteriia	Bacteroidota
Succinatimonas	Gammaproteobacteria	Pseudomonadota
Coriobacterium	Coriobacteriia	Actinomycetota
Pasteurella	Gammaproteobacteria	Pseudomonadota
Taylorella	Betaproteobacteria	Pseudomonadota
Scardovia	Actinomycetes	Actinomycetota
Alkalitalea	Bacteroidia	Bacteroidota
Ignavigranum	Bacilli	Bacillota
NA	Nitriliruptoria	Actinomycetota
Meinhardsimonia	Alphaproteobacteria	Pseudomonadota
Dielma	Erysipelotrichia	Bacillota
Anaerosporobacter	Clostridia	Bacillota
Haematomicrobium	Actinomycetes	Actinomycetota
Lacticigenium	Bacilli	Bacillota
Papillibacter	Clostridia	Bacillota
Nasuia	Betaproteobacteria	Pseudomonadota
Desulforadius	Clostridia	Bacillota
NA	NA	Candidatus Calescamantes
Pustulibacterium	Flavobacteriia	Bacteroidota
Hydrogenothermus	Aquificae	Aquificota
Formosimonas	Betaproteobacteria	Pseudomonadota
Endomicrobium	Endomicrobiia	Elusimicrobiota
Candidatus Pseudothioglobus	Gammaproteobacteria	Pseudomonadota
Mucinivorans	Bacteroidia	Bacteroidota
Senegalimassilia	Coriobacteriia	Actinomycetota
Lawsonella	Actinomycetes	Actinomycetota
Eleftheria	Betaproteobacteria	Pseudomonadota
NA	NA	candidate division CPR3
NA	NA	Candidatus Yanofskybacteria
Actinobaculum	Actinomycetes	Actinomycetota
Inediibacterium	Clostridia	Bacillota
Neofamilia	Clostridia	Bacillota
Marinirhabdus	Flavobacteriia	Bacteroidota
Fenollaria	Clostridia	Bacillota
Atlanticothrix	Cyanophyceae	Cyanobacteriota
Arsenicibacter	Cytophagia	Bacteroidota
Propioniferax	Actinomycetes	Actinomycetota
Corallincola	Gammaproteobacteria	Pseudomonadota
Longibaculum	Erysipelotrichia	Bacillota
Balneola	Balneolia	Balneolota
Longibacter	Rhodothermia	Rhodothermota
Aquicoccus	Alphaproteobacteria	Pseudomonadota
Baumannia	Gammaproteobacteria	Pseudomonadota
Allofrancisella	Gammaproteobacteria	Pseudomonadota
NA	Thermodesulfobacteria	Thermodesulfobacteriota
NA	NA	Spirochaetota
NA	Hydrogenophilia	Pseudomonadota
Rubneribacter	Coriobacteriia	Actinomycetota
NA	Candidatus Dadabacteria	Thermodesulfobacteriota
Massilistercora	Clostridia	Bacillota
Phycorickettsia	Alphaproteobacteria	Pseudomonadota
Alginatibacterium	Gammaproteobacteria	Pseudomonadota
Facilibium	Gammaproteobacteria	Pseudomonadota
Hydrocarboniclastica	Gammaproteobacteria	Pseudomonadota
Adonisia	NA	Cyanobacteriota
Salinibacillus	Bacilli	Bacillota
Dokdonia	Flavobacteriia	Bacteroidota
Lunatibacter	Cytophagia	Bacteroidota
Staphylospora	Bacilli	Bacillota
Arenibacterium	Alphaproteobacteria	Pseudomonadota
Affinibrenneria	Gammaproteobacteria	Pseudomonadota
Pareuzebyella	Flavobacteriia	Bacteroidota
Hornefia	Clostridia	Bacillota
Paraferrimonas	Gammaproteobacteria	Pseudomonadota
Thiosulfativibrio	Gammaproteobacteria	Pseudomonadota
Chordicoccus	Clostridia	Bacillota
Pseudopontixanthobacter	Alphaproteobacteria	Pseudomonadota
Parasphaerochaeta	Spirochaetia	Spirochaetota
Candidatus Absconditicoccus	NA	Candidatus Absconditabacteria
Hydrogeniiclostridium	Clostridia	Bacillota
Entomomonas	Gammaproteobacteria	Pseudomonadota
Catonella	Clostridia	Bacillota
Entomospira	Spirochaetia	Spirochaetota
Paracrocinitomix	Flavobacteriia	Bacteroidota
Sangeribacter	Bacteroidia	Bacteroidota
Deferrivibrio	Deferribacteres	Deferribacterota
Intestinirhabdus	Gammaproteobacteria	Pseudomonadota
Mediannikoviicoccus	Clostridia	Bacillota
Silvania	Gammaproteobacteria	Pseudomonadota
Abyssalbus	Flavobacteriia	Bacteroidota
NA	Syntrophia	Thermodesulfobacteriota
Byssovorax	NA	Myxococcota
Senimuribacter	Clostridia	Bacillota
Mechercharimyces	Bacilli	Bacillota
Prodigiosinella	Gammaproteobacteria	Pseudomonadota
Halarsenatibacter	Clostridia	Bacillota
Riemerella	Flavobacteriia	Bacteroidota
Faecalicatena	Clostridia	Bacillota
NA	Nitrospinia	Nitrospinota
Venenivibrio	Aquificae	Aquificota
Mesoflavibacter	Flavobacteriia	Bacteroidota
Devriesea	Actinomycetes	Actinomycetota
Sporosalibacterium	Tissierellia	Bacillota
Piscibacillus	Bacilli	Bacillota
Cocleimonas	Gammaproteobacteria	Pseudomonadota
Thermocrinis	Aquificae	Aquificota
Bombiscardovia	Actinomycetes	Actinomycetota
Succinivibrio	Gammaproteobacteria	Pseudomonadota
Xylanibacter	Bacteroidia	Bacteroidota
Texcoconibacillus	Bacilli	Bacillota
Balneatrix	Gammaproteobacteria	Pseudomonadota
Psychrilyobacter	Fusobacteriia	Fusobacteriota
Tepidimicrobium	Tissierellia	Bacillota
Imtechella	Flavobacteriia	Bacteroidota
Denitrovibrio	Deferribacteres	Deferribacterota
Aquaticitalea	Flavobacteriia	Bacteroidota
Faecalicoccus	Erysipelotrichia	Bacillota
Melghiribacillus	Bacilli	Bacillota
Murimonas	Clostridia	Bacillota
Hamiltonella	Gammaproteobacteria	Pseudomonadota
Pseudooctadecabacter	Alphaproteobacteria	Pseudomonadota
Hutsoniella	Bacilli	Bacillota
Moheibacter	Flavobacteriia	Bacteroidota
Siansivirga	Flavobacteriia	Bacteroidota
Myxosarcina	Cyanophyceae	Cyanobacteriota
Psychromicrobium	Actinomycetes	Actinomycetota
Neptunitalea	Flavobacteriia	Bacteroidota
Hydrocoleum	Cyanophyceae	Cyanobacteriota
Pseudalgibacter	Flavobacteriia	Bacteroidota
Cochleicola	Flavobacteriia	Bacteroidota
Desulfotalea	Desulfobulbia	Thermodesulfobacteriota
Vaginimicrobium	Actinomycetes	Actinomycetota
Negativibacillus	NA	Bacillota
Cysteiniphilum	Gammaproteobacteria	Pseudomonadota
Desulfonauticus	Desulfovibrionia	Thermodesulfobacteriota
Croceibacter	Flavobacteriia	Bacteroidota
Nanosyncoccus	Candidatus Nanosyncoccalia	Candidatus Saccharibacteria
Meridianimaribacter	Flavobacteriia	Bacteroidota
Cerasibacillus	Bacilli	Bacillota
Halocella	Clostridia	Bacillota
Silvanigrella	Oligoflexia	Bdellovibrionota
Poriferisphaera	Phycisphaerae	Planctomycetota
Constantimarinum	Flavobacteriia	Bacteroidota
Pontimicrobium	Flavobacteriia	Bacteroidota
Ostreibacterium	Gammaproteobacteria	Pseudomonadota
Profftella	Betaproteobacteria	Pseudomonadota
Persicobacter	Cytophagia	Bacteroidota
Nibribacter	Cytophagia	Bacteroidota
Oceanipulchritudo	Opitutae	Verrucomicrobiota
Frischella	Gammaproteobacteria	Pseudomonadota
Pontibrevibacter	Alphaproteobacteria	Pseudomonadota
Congzhengia	Clostridia	Bacillota
Thetidibacter	Alphaproteobacteria	Pseudomonadota
Canibacter	Actinomycetes	Actinomycetota
Pseudoneobacillus	Bacilli	Bacillota
Suttonella	Gammaproteobacteria	Pseudomonadota
Candidatus Synchoanobacter	Gammaproteobacteria	Pseudomonadota
Otoolea	Clostridia	Bacillota
NA	NA	Campylobacterota
Costertonia	Flavobacteriia	Bacteroidota
Caminibacter	Epsilonproteobacteria	Campylobacterota
Celerinatantimonas	Gammaproteobacteria	Pseudomonadota
Arthrospira	Cyanophyceae	Cyanobacteriota
Jejuia	Flavobacteriia	Bacteroidota
Thermobrachium	Clostridia	Bacillota
Zymomonas	Alphaproteobacteria	Pseudomonadota
Natronoflexus	Bacteroidia	Bacteroidota
Planktotalea	Alphaproteobacteria	Pseudomonadota
Mannheimia	Gammaproteobacteria	Pseudomonadota
Budvicia	Gammaproteobacteria	Pseudomonadota
Centipeda	Negativicutes	Bacillota
Metalysinibacillus	Bacilli	Bacillota
Aliicoccus	Bacilli	Bacillota
Filobacillus	Bacilli	Bacillota
Defluviitoga	Thermotogae	Thermotogota
Basilea	Betaproteobacteria	Pseudomonadota
Algicola	Gammaproteobacteria	Pseudomonadota
Brackiella	Betaproteobacteria	Pseudomonadota
Proteocatella	Clostridia	Bacillota
Woodsholea	Alphaproteobacteria	Pseudomonadota
Photodesmus	Gammaproteobacteria	Pseudomonadota
Methylacidiphilum (ex Ratnadevi et al. 2023)	Methylacidiphilae	Verrucomicrobiota
Litorimonas	Alphaproteobacteria	Pseudomonadota
Succinimonas	Gammaproteobacteria	Pseudomonadota
Marinibactrum	Gammaproteobacteria	Pseudomonadota
Anaeromicrobium	Clostridia	Bacillota
Ghiorsea	Zetaproteobacteria	Pseudomonadota
Paenactinomyces	Bacilli	Bacillota
Paludifilum	Bacilli	Bacillota
Faecalibaculum	Erysipelotrichia	Bacillota
Xiphinematobacter	Spartobacteria	Verrucomicrobiota
Senegalia	Clostridia	Bacillota
Pseudenterobacter	Gammaproteobacteria	Pseudomonadota
Pajaroellobacter	NA	Myxococcota
Marispirochaeta	Spirochaetia	Spirochaetota
Vaginisenegalia	Bacilli	Bacillota
Neptunicella	Gammaproteobacteria	Pseudomonadota
Petrocella	Clostridia	Bacillota
Mesoplasma	Mollicutes	Mycoplasmatota
Litorilituus	Gammaproteobacteria	Pseudomonadota
NA	Candidatus Babeliae	NA
Culicoidibacter	Culicoidibacteria	Bacillota
Maribrevibacterium	Gammaproteobacteria	Pseudomonadota
Cochlodiniinecator	Alphaproteobacteria	Pseudomonadota
Marnyiella	Flavobacteriia	Bacteroidota
Snuella	Flavobacteriia	Bacteroidota
Radiobacillus	Bacilli	Bacillota
Diplocloster	Clostridia	Bacillota
Lapidilactobacillus	Bacilli	Bacillota
Caedibacter	Gammaproteobacteria	Pseudomonadota
Dryocola	Gammaproteobacteria	Pseudomonadota
Hominisplanchenecus	Clostridia	Bacillota
Thermocaproicibacter	Clostridia	Bacillota
Chelonobacter	Gammaproteobacteria	Pseudomonadota
Candidatus Azobacteroides	Bacteroidia	Bacteroidota
Ponticaulis	Alphaproteobacteria	Pseudomonadota
Hodgkinia	Alphaproteobacteria	Pseudomonadota
Marisediminitalea	Gammaproteobacteria	Pseudomonadota
Allopseudospirillum	Gammaproteobacteria	Pseudomonadota
Paraeggerthella	Coriobacteriia	Actinomycetota
Catenisphaera	Erysipelotrichia	Bacillota
Romeria	Cyanophyceae	Cyanobacteriota
Weeksella	Flavobacteriia	Bacteroidota
Baaleninema	Cyanophyceae	Cyanobacteriota
Moranella	Gammaproteobacteria	Pseudomonadota
Cruoricaptor	Flavobacteriia	Bacteroidota
Allofustis	Bacilli	Bacillota
Prochloron	Cyanophyceae	Cyanobacteriota
Schleiferilactobacillus	Bacilli	Bacillota
Selenihalanaerobacter	Clostridia	Bacillota
Teretinema	Spirochaetia	Spirochaetota
Planctobacterium	Gammaproteobacteria	Pseudomonadota
Massilibacterium	Bacilli	Bacillota
Olegusella	Coriobacteriia	Actinomycetota
Provencibacterium	Clostridia	Bacillota
Arenivirga	Actinomycetes	Actinomycetota
NA	NA	Candidatus Marinimicrobia
Parendozoicomonas	Gammaproteobacteria	Pseudomonadota
Raphidiopsis	Cyanophyceae	Cyanobacteriota
Persephonella	Aquificae	Aquificota
Profftia	Gammaproteobacteria	Pseudomonadota
Chondrocystis	Cyanophyceae	Cyanobacteriota
Scatolibacter	Clostridia	Bacillota
Cyanothece	Cyanophyceae	Cyanobacteriota
Deianiraea	Alphaproteobacteria	Pseudomonadota
Ulvibacterium	Flavobacteriia	Bacteroidota
Ichthyobacterium	Flavobacteriia	Bacteroidota
Absicoccus	Erysipelotrichia	Bacillota
Soehngenia	Tissierellia	Bacillota
Litoribacter	Cytophagia	Bacteroidota
Pseudofrancisella	Gammaproteobacteria	Pseudomonadota
Pallidibacillus	Bacilli	Bacillota
Actirhodobacter	Alphaproteobacteria	Pseudomonadota
Fibrivirga	Cytophagia	Bacteroidota
NA	Chitinivibrionia	Fibrobacterota
Candidatus Clavichlamydia	Chlamydiia	Chlamydiota
Arthronema	Cyanophyceae	Cyanobacteriota
Muribacter	Gammaproteobacteria	Pseudomonadota
Joostella	Flavobacteriia	Bacteroidota
Umezakia	Cyanophyceae	Cyanobacteriota
Steffania	Gammaproteobacteria	Pseudomonadota
Haloglycomyces	Actinomycetes	Actinomycetota
Propionicicella	Actinomycetes	Actinomycetota
Chrysiogenes	Chrysiogenetes	Chrysiogenota
Paraclostridium	Clostridia	Bacillota
Drancourtella	Clostridia	Bacillota
Muricomes	Clostridia	Bacillota
Ihubacter	Clostridia	Bacillota
Merdibacter	Erysipelotrichia	Bacillota
Thaumasiovibrio	Gammaproteobacteria	Pseudomonadota
Candidatus Pelagibacter	Alphaproteobacteria	Pseudomonadota
Candidatus Pseudoruminococcus	Clostridia	Bacillota
Agrilactobacillus	Bacilli	Bacillota
Aequoribacter	Gammaproteobacteria	Pseudomonadota
Amedibacterium	Erysipelotrichia	Bacillota
Syntrophosphaera	Candidatus Cloacimonadia	Candidatus Cloacimonadota
Candidatus Azoamicus	Gammaproteobacteria	Pseudomonadota
Fundicoccus	Bacilli	Bacillota
Sporofaciens	Clostridia	Bacillota
Iocasia	Clostridia	Bacillota
Candidatus Sarmatiella	Alphaproteobacteria	Pseudomonadota
Kandleria	Erysipelotrichia	Bacillota
Ktedonospora	Ktedonobacteria	Chloroflexota
Candidatus Gromoviella	Alphaproteobacteria	Pseudomonadota
Sabulibacter	Cytophagia	Bacteroidota
Tenebrionicola	Gammaproteobacteria	Pseudomonadota
Brucepastera	Spirochaetia	Spirochaetota
Allobacillus	Bacilli	Bacillota
Candidatus Comchoanobacter	Gammaproteobacteria	Pseudomonadota
Candidatus Nitrosacidococcus	Gammaproteobacteria	Pseudomonadota
Laedolimicola	Clostridia	Bacillota
NA	NA	Mycoplasmatota
Ilyobacter	Fusobacteriia	Fusobacteriota
Paenochrobactrum	Alphaproteobacteria	Pseudomonadota
Planktomarina	Alphaproteobacteria	Pseudomonadota
Nitratifractor	Epsilonproteobacteria	Campylobacterota
Thermosporothrix	Ktedonobacteria	Chloroflexota
Parascardovia	Actinomycetes	Actinomycetota
Gayadomonas	Gammaproteobacteria	Pseudomonadota
Anaeroarcus	Negativicutes	Bacillota
Schwartzia	Negativicutes	Bacillota
Thorsellia	Gammaproteobacteria	Pseudomonadota
Candidatus Carsonella	Gammaproteobacteria	Pseudomonadota
Frederiksenia	Gammaproteobacteria	Pseudomonadota
Malacoplasma	NA	Mycoplasmatota
Litoribacterium	Bacilli	Bacillota
Gudongella	Tissierellia	Bacillota
NA	NA	Candidatus Gottesmanbacteria
Hugonella	Coriobacteriia	Actinomycetota
Frisingicoccus	Clostridia	Bacillota
Alterileibacterium	Clostridia	Bacillota
Faecalimonas	Clostridia	Bacillota
Pygmaiobacter	Clostridia	Bacillota
Candidatus Nanosynsacchari	Candidatus Saccharimonadia	Candidatus Saccharibacteria
Halalkalibacillus	Bacilli	Bacillota
Candidatus Thioglobus	Gammaproteobacteria	Pseudomonadota
Luxibacter	Clostridia	Bacillota
Pontimonas	Actinomycetes	Actinomycetota
Furfurilactobacillus	Bacilli	Bacillota
Alloscardovia	Actinomycetes	Actinomycetota
Mangrovibacillus	Bacilli	Bacillota
Nicoletella	Gammaproteobacteria	Pseudomonadota
Hujiaoplasma	Candidatus Izimaplasma	Mycoplasmatota
Candidatus Vesicomyosocius	Gammaproteobacteria	Pseudomonadota
Zhenpiania	Clostridia	Bacillota
Solibaculum	Clostridia	Bacillota
Savagea	Bacilli	Bacillota
Chlamydiifrater	Chlamydiia	Chlamydiota
Anaerocaecibacter	Clostridia	Bacillota
Lawsonia	Desulfovibrionia	Thermodesulfobacteriota
Tractidigestivibacter	Coriobacteriia	Actinomycetota
Brotomerdimonas	Clostridia	Bacillota
Faecalitalea	Erysipelotrichia	Bacillota
Natronobacillus	Bacilli	Bacillota
Kistimonas	Gammaproteobacteria	Pseudomonadota
Natribacillus	Bacilli	Bacillota
Vidania	Betaproteobacteria	Pseudomonadota
Pseudoscardovia	Actinomycetes	Actinomycetota
Salsuginibacillus	Bacilli	Bacillota
Flavimarina	Flavobacteriia	Bacteroidota
Candidatus Paracaedibacter	Alphaproteobacteria	Pseudomonadota
Fructobacillus	Bacilli	Bacillota
Sanguibacteroides	Bacteroidia	Bacteroidota
Racemicystis	NA	Myxococcota
Oharaeibacter	Alphaproteobacteria	Pseudomonadota
Anaeroplasma	Mollicutes	Mycoplasmatota
Ningiella	Gammaproteobacteria	Pseudomonadota
Mucispirillum	Deferribacteres	Deferribacterota
Nautilia	Epsilonproteobacteria	Campylobacterota
Inconstantimicrobium	Clostridia	Bacillota
Chazhemtobacterium	NA	NA
Gallibacter	Clostridia	Bacillota
Bacterioplanoides	Gammaproteobacteria	Pseudomonadota
Falcatimonas	Clostridia	Bacillota
Tannockella	Erysipelotrichia	Bacillota
Sebaldella	Fusobacteriia	Fusobacteriota
Oxobacter	Clostridia	Bacillota
Candidatus Ruthturnera	Gammaproteobacteria	Pseudomonadota
Fervidicola	Clostridia	Bacillota
Acetohalobium	Clostridia	Bacillota
Micropelagos	Alphaproteobacteria	Pseudomonadota
Pseudoleptotrichia	Fusobacteriia	Fusobacteriota
NA	NA	Candidatus Amesbacteria
Zooshikella	Gammaproteobacteria	Pseudomonadota
Candidatus Marinarcus	Epsilonproteobacteria	Campylobacterota
Pelagibaculum	Gammaproteobacteria	Pseudomonadota
Scrofimicrobium	Actinomycetes	Actinomycetota
Copranaerobaculum	Erysipelotrichia	Bacillota
Jutongia	Clostridia	Bacillota
Vampirococcus	NA	Candidatus Absconditabacteria
Hominibacterium	Clostridia	Bacillota
Anaeropeptidivorans	Clostridia	Bacillota
Opacimonas	Gammaproteobacteria	Pseudomonadota
Oceanotoga	Thermotogae	Thermotogota
Lepagella	Bacteroidia	Bacteroidota
Hydrogenobaculum	Aquificae	Aquificota
Hydrogenivirga	Aquificae	Aquificota
Aminicella	Clostridia	Bacillota
Cloacimonas	Candidatus Cloacimonadia	Candidatus Cloacimonadota
Hirschia	Alphaproteobacteria	Pseudomonadota
NA	NA	Elusimicrobiota
Dolosicoccus	Bacilli	Bacillota
Ichthyocystis	Betaproteobacteria	Pseudomonadota
Oceanivirga	Fusobacteriia	Fusobacteriota
Pseudocolwellia	Gammaproteobacteria	Pseudomonadota
Phoenicibacter	Coriobacteriia	Actinomycetota
Simulacricoccus	Myxococcia	Myxococcota
Curvivirga	Alphaproteobacteria	Pseudomonadota
Paenihalocynthiibacter	Alphaproteobacteria	Pseudomonadota
Fervidibacillus	Bacilli	Bacillota
Euzebyella	Flavobacteriia	Bacteroidota
Hugenholtzia	Cytophagia	Bacteroidota
Pseudothermotoga	Thermotogae	Thermotogota
Gabonia	Bacteroidia	Bacteroidota
Mobilibacterium	Clostridia	Bacillota
Konateibacter	Clostridia	Bacillota
Fritschea	Chlamydiia	Chlamydiota
Anaerosphaera	Tissierellia	Bacillota
Baileyella	Clostridia	Bacillota
Claveliimonas	Clostridia	Bacillota
Waterburya	Cyanophyceae	Cyanobacteriota
Psychrobium	Gammaproteobacteria	Pseudomonadota
Gabonibacter	Bacteroidia	Bacteroidota
Methylosulfonomonas	Alphaproteobacteria	Pseudomonadota
Haloplasma	Mollicutes	Mycoplasmatota
Gullanella	Gammaproteobacteria	Pseudomonadota
Floricoccus	Bacilli	Bacillota
Floccifex	Erysipelotrichia	Bacillota
Ructibacterium	Clostridia	Bacillota
Conservatibacter	Gammaproteobacteria	Pseudomonadota
Ohessyouella	Clostridia	Bacillota
Annwoodia	Betaproteobacteria	Pseudomonadota
Pisciglobus	Bacilli	Bacillota
Enteractinococcus	Actinomycetes	Actinomycetota
Saccharibacter	Alphaproteobacteria	Pseudomonadota
Pseudostreptobacillus	Fusobacteriia	Fusobacteriota
Hepatobacter	Alphaproteobacteria	Pseudomonadota
NA	Ardenticatenia	Chloroflexota
Vespertiliibacter	Gammaproteobacteria	Pseudomonadota
Candidatus Berkiella	Gammaproteobacteria	Pseudomonadota
Youxingia	Clostridia	Bacillota
Candidatus Riesia	Gammaproteobacteria	Pseudomonadota
Clostridiisalibacter	Tissierellia	Bacillota
Mesoaciditoga	Thermotogae	Thermotogota
NA	NA	Deinococcota
Athalassotoga	Thermotogae	Thermotogota
NA	Blastocatellia	Acidobacteriota
Bergeyella	Flavobacteriia	Bacteroidota
Thermokryptus	NA	Candidatus Kryptonia
Harryflintia	Clostridia	Bacillota
Ileibacterium	Erysipelotrichia	Bacillota
Nardonella	Gammaproteobacteria	Pseudomonadota
Tropheryma	Actinomycetes	Actinomycetota
Anaerolactibacter	Erysipelotrichia	Bacillota
Saccharobesus	Gammaproteobacteria	Pseudomonadota
Aeriscardovia	Actinomycetes	Actinomycetota
Candidatus Bipolaricaulis	NA	Candidatus Bipolaricaulota
Candidatus Scalindua	Candidatus Brocadiia	Planctomycetota
Intestinibaculum	Erysipelotrichia	Bacillota
Caldanaerobacter	Clostridia	Bacillota
Pinguicoccus	NA	Verrucomicrobiota
Aggregatimonas	Flavobacteriia	Bacteroidota
Suipraeoptans	Clostridia	Bacillota
Velocimicrobium	Clostridia	Bacillota
Bullifex	Spirochaetia	Spirochaetota
Streptobacillus	Fusobacteriia	Fusobacteriota
Peptidiphaga	Actinomycetes	Actinomycetota
Fumia	Clostridia	Bacillota
Caviibacterium	Gammaproteobacteria	Pseudomonadota
Geotoga	Thermotogae	Thermotogota
Lientehia	Clostridia	Bacillota
NA	NA	Bdellovibrionota
Anammoxoglobus	Candidatus Brocadiia	Planctomycetota
Andreesenia	Tissierellia	Bacillota
Euhalothece	Cyanophyceae	Cyanobacteriota
Phaselicystis	NA	Myxococcota
Thalassobium	Alphaproteobacteria	Pseudomonadota
NA	NA	candidate division NC10
Kofleria	NA	Myxococcota
Anaeroglobus	Negativicutes	Bacillota
Ferrithrix	Acidimicrobiia	Actinomycetota
Necropsobacter	Gammaproteobacteria	Pseudomonadota
Rubidus	Chlamydiia	Chlamydiota
Phocoenobacter	Gammaproteobacteria	Pseudomonadota
Sulfopaludibacter	Terriglobia	Acidobacteriota
Bilifractor	Clostridia	Bacillota
Jilunia	Bacteroidia	Bacteroidota
Nanosynbacter	Candidatus Saccharimonadia	Candidatus Saccharibacteria
Syngnamydia	Chlamydiia	Chlamydiota
Johnsonella	Clostridia	Bacillota
Metachlamydia	Chlamydiia	Chlamydiota
Yaniella	Actinomycetes	Actinomycetota
Endolissoclinum	Alphaproteobacteria	Pseudomonadota
NA	Spartobacteria	Verrucomicrobiota
Parasaccharibacter	Alphaproteobacteria	Pseudomonadota
Candidatus Fukatsuia	Gammaproteobacteria	Pseudomonadota
Miniphocaeibacter	Tissierellia	Bacillota
NA	Desulfurellia	Campylobacterota
Caecibacteroides	Bacteroidia	Bacteroidota
Leptogranulimonas	Coriobacteriia	Actinomycetota
Candidatus Magnetobacterium	Nitrospiria	Nitrospirota
Purcelliella	Gammaproteobacteria	Pseudomonadota
Neoehrlichia	Alphaproteobacteria	Pseudomonadota
Phorcysia	Aquificae	Aquificota
Beduini	Erysipelotrichia	Bacillota
NA	NA	Candidatus Curtissbacteria
Suicoccus	Bacilli	Bacillota
Candidatus Fritschea	Chlamydiia	Chlamydiota
Entomoplasma	Mollicutes	Mycoplasmatota
Moellerella	Gammaproteobacteria	Pseudomonadota
Simiaoa	Clostridia	Bacillota
Muricoprocola	Clostridia	Bacillota
Limnospira	Cyanophyceae	Cyanobacteriota
Zophobihabitans	Gammaproteobacteria	Pseudomonadota
Hoaglandella	Gammaproteobacteria	Pseudomonadota
Amylolactobacillus	Bacilli	Bacillota
Bisgaardia	Gammaproteobacteria	Pseudomonadota
Aureisphaera	Flavobacteriia	Bacteroidota
NA	NA	candidate division Zixibacteria
Traorella	Erysipelotrichia	Bacillota
Flocculibacter	Gammaproteobacteria	Pseudomonadota
Holtiella	Clostridia	Bacillota
Marinosulfonomonas	Alphaproteobacteria	Pseudomonadota
Eremococcus	Bacilli	Bacillota
Culturomica	Bacteroidia	Bacteroidota
Candidatus Blochmannia	Gammaproteobacteria	Pseudomonadota
Penaeicola	Cytophagia	Bacteroidota
Midichloria	Alphaproteobacteria	Pseudomonadota
Otariodibacter	Gammaproteobacteria	Pseudomonadota
Actinomarina	Actinomycetes	Actinomycetota
Cyanomargarita	Cyanophyceae	Cyanobacteriota
Candidatus Vallotia	Betaproteobacteria	Pseudomonadota
Entomobacter	Alphaproteobacteria	Pseudomonadota
Ishikawaella	Gammaproteobacteria	Pseudomonadota
Acidithiomicrobium	Acidimicrobiia	Actinomycetota
Tremblaya	Betaproteobacteria	Pseudomonadota
Morococcus	Betaproteobacteria	Pseudomonadota
Evansia	Gammaproteobacteria	Pseudomonadota
